id,roi,method,ref,populations,ecotypes,caption,caption_alt,qtl_trait,qtl_trait_alt,qtl_functioncat1,qtl_cat,qtl_pve,candidate_gene,candidate_gene_long,candidate_gene_ensembl,candidate_region,candidate_function,remarks,GLA_chr_start,GLA_pos_start,GLA_chr_end,GLA_pos_end,GLA_chr_regstart,pos_regstart_GLA,GLA_chr_regend,GLA_pos_regend,GLA_overlap_definition,GLA_chr_ovstart,GLA_pos_ovstart,GLA_chr_ovend,GLA_pos_ovend,GLA_masked
2389,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXIII,9176941,chrXIII,9292143,,NA,,NA,exact region as reported,chrXIII,9176941,chrXIII,9292143,NA
2390,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXIII,9314805,chrXIII,9336437,,NA,,NA,exact region as reported,chrXIII,9314805,chrXIII,9336437,NA
2391,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXIII,9367925,chrXIII,9402924,,NA,,NA,exact region as reported,chrXIII,9367925,chrXIII,9402924,NA
2392,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXIII,9595081,chrXIII,9618080,,NA,,NA,exact region as reported,chrXIII,9595081,chrXIII,9618080,NA
2393,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXIII,9898413,chrXIII,9903412,,NA,,NA,exact region as reported,chrXIII,9898413,chrXIII,9903412,NA
2394,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXIII,10323391,chrXIII,10382503,,NA,,NA,exact region as reported,chrXIII,10323391,chrXIII,10382503,NA
2395,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXIII,10417424,chrXIII,10454423,,NA,,NA,exact region as reported,chrXIII,10417424,chrXIII,10454423,NA
2396,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXIII,10650724,chrXIII,10678723,,NA,,NA,exact region as reported,chrXIII,10650724,chrXIII,10678723,NA
2397,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXIII,10737508,chrXIII,10782507,,NA,,NA,exact region as reported,chrXIII,10737508,chrXIII,10782507,NA
2398,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXIII,13425190,chrXIII,13445189,,NA,,NA,exact region as reported,chrXIII,13425190,chrXIII,13445189,NA
2399,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXIII,14222299,chrXIII,14253298,,NA,,NA,exact region as reported,chrXIII,14222299,chrXIII,14253298,NA
2400,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXIII,14598813,chrXIII,14625972,,NA,,NA,exact region as reported,chrXIII,14598813,chrXIII,14625972,NA
2401,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXIII,16949305,chrXIII,16969304,,NA,,NA,exact region as reported,chrXIII,16949305,chrXIII,16969304,NA
2402,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXIV,13292701,chrXIV,13430700,,NA,,NA,exact region as reported,chrXIV,13292701,chrXIV,13430700,NA
2403,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXIV,13578724,chrXIV,13557718,,NA,,NA,exact region as reported,chrXIV,13557718,chrXIV,13578724,NA
2404,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXV,8188732,chrXV,8223049,,NA,,NA,exact region as reported,chrXV,8188732,chrXV,8223049,NA
2405,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXV,13749907,chrXV,13770906,,NA,,NA,exact region as reported,chrXV,13749907,chrXV,13770906,NA
2406,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXV,14486507,chrXV,14538506,,NA,,NA,exact region as reported,chrXV,14486507,chrXV,14538506,NA
2407,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXV,16740164,chrXV,16723165,,NA,,NA,exact region as reported,chrXV,16723165,chrXV,16740164,NA
2408,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXV,16149045,chrXV,16106046,,NA,,NA,exact region as reported,chrXV,16106046,chrXV,16149045,NA
2409,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXV,16100841,chrXV,16065842,,NA,,NA,exact region as reported,chrXV,16065842,chrXV,16100841,NA
2410,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXV,15883567,chrXV,15779887,,NA,,NA,exact region as reported,chrXV,15779887,chrXV,15883567,NA
2411,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXV,15603305,chrXV,15508128,,NA,,NA,exact region as reported,chrXV,15508128,chrXV,15603305,NA
2412,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXV,15502760,chrXV,15487761,,NA,,NA,exact region as reported,chrXV,15487761,chrXV,15502760,NA
2413,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXV,15053112,chrXV,15011239,,NA,,NA,exact region as reported,chrXV,15011239,chrXV,15053112,NA
2414,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXVI,653317,chrXVI,683138,,NA,,NA,exact region as reported,chrXVI,653317,chrXVI,683138,NA
2415,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXVI,5026719,chrXVI,5062718,,NA,,NA,exact region as reported,chrXVI,5026719,chrXVI,5062718,NA
2416,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXVI,5267709,chrXVI,5325411,,NA,,NA,exact region as reported,chrXVI,5267709,chrXVI,5325411,NA
2417,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXVI,5361123,chrXVI,5446122,,NA,,NA,exact region as reported,chrXVI,5361123,chrXVI,5446122,NA
2418,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXVI,5627842,chrXVI,5655125,,NA,,NA,exact region as reported,chrXVI,5627842,chrXVI,5655125,NA
2419,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXVI,5738248,chrXVI,5792247,,NA,,NA,exact region as reported,chrXVI,5738248,chrXVI,5792247,NA
2420,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXVI,6079524,chrXVI,6094523,,NA,,NA,exact region as reported,chrXVI,6079524,chrXVI,6094523,NA
2421,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXVI,6466860,chrXVI,6487882,,NA,,NA,exact region as reported,chrXVI,6466860,chrXVI,6487882,NA
2422,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXVI,15734212,chrXVI,15751307,,NA,,NA,exact region as reported,chrXVI,15734212,chrXVI,15751307,NA
2423,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXVII,5071705,chrXVII,5107137,,NA,,NA,exact region as reported,chrXVII,5071705,chrXVII,5107137,NA
2424,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXVII,12654846,chrXVII,12803954,,NA,,NA,exact region as reported,chrXVII,12654846,chrXVII,12803954,NA
2425,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXVII,12844143,chrXVII,12918828,,NA,,NA,exact region as reported,chrXVII,12844143,chrXVII,12918828,NA
2426,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXVII,12982293,chrXVII,13044884,,NA,,NA,exact region as reported,chrXVII,12982293,chrXVII,13044884,NA
2427,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXVII,13555084,chrXVII,13591825,,NA,,NA,exact region as reported,chrXVII,13555084,chrXVII,13591825,NA
2428,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXVII,13670354,chrXVII,13694354,,NA,,NA,exact region as reported,chrXVII,13670354,chrXVII,13694354,NA
2429,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXVII,20140678,chrXVII,20152677,,NA,,NA,exact region as reported,chrXVII,20140678,chrXVII,20152677,NA
2430,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXVII,20198258,chrXVII,20252257,,NA,,NA,exact region as reported,chrXVII,20198258,chrXVII,20252257,NA
2431,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXVIII,530150,chrXVIII,558172,,NA,,NA,exact region as reported,chrXVIII,530150,chrXVIII,558172,NA
2432,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXVIII,4292127,chrXVIII,4323126,,NA,,NA,exact region as reported,chrXVIII,4292127,chrXVIII,4323126,NA
2433,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXVIII,11291669,chrXVIII,11306921,,NA,,NA,exact region as reported,chrXVIII,11291669,chrXVIII,11306921,NA
2434,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXVIII,11422987,chrXVIII,11464495,,NA,,NA,exact region as reported,chrXVIII,11422987,chrXVIII,11464495,NA
2435,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXVIII,15953870,chrUn,334676,,NA,,NA,exact region as reported,chrXVIII,15953870,chrUn,334676,1
